"","Trade.Name","City","Reviews","Number_of_Reviews"
"23704","WANDA RP","BRONX",0,0
"23705","HEALTHY MARKET PLACE","NEW YORK",0,0
"23706","A PLUS MINI MARKET","BOONVILLE",0,0
"23707","C TOWN","NEW YORK",0,0
"23708","FOOD MART","KINGSTON",0,0
"23709","ONE STOP DELI & GROCERY","SPRINGFIELD GARDEN",0,0
"23710","MEDINA HALAL MARKET THE","ALBANY",0,0
"23711","ROOM FOR DESSERT","NEW YORK",0,0
"23712","DAILYS CONVENIENCE","ROCHESTER",0,0
"23713","AVRUMIS BAKERY","BROOKLYN",0,0
"23714","BELLA DELI MARKET","BRONX",0,0
"23715","R & A DELI & GROCERY NY","BAY SHORE",0,0
"23716","CITARELLA","NEW YORK",0,0
"23717","EL SINAI DELI MEAT MARK","BROOKLYN",0,0
"23718","KINGS FLATBUSH EXT C-ST","BROOKLYN",0,0
"23719","FOOD UNIVERSE","BRONX",0,0
"23720","BELLAL MINI MART","RICHMOND HILL",0,0
"23721","7 ELEVEN STORE #38175A","OYSTER BAY",0,0
"23722","JAYS ONE STOP","BINGHAMTON",0,0
"23723","NORWICH SERVICE STATION","EAST NORWICH",0,0
"23724","7-ELEVEN STORE 33566A","OCEANSIDE",0,0
"23725","R&Z DELI GROCERY","BRONX",0,0
"23726","ROMANA GROCERY","BRONX",0,0
"23727","HSA GRILL AND GROCERY","JAMAICA",0,0
"23728","ALDI STORE #40","BALDWINSVILLE",0,0
"23729","ASSOCIATED SUPERMARKET","BROOKLYN",0,0
"23730","CHUNG FAT SUPERMARKET","FLUSHING",0,0
"23731","CHANG SHUN MARKET","NEW YORK",0,0
"23732","SIENA DEVELOPMENT GROUP","LINDENHURST",0,0
"23733","JHOAN & BROTHER DELI GR","BROOKLYN",0,0
"23734","HURD ORCHARDS","HOLLEY",0,0
"23735","SAVE A LOT 24718","UTICA",0,0
"23736","RANCH DELI","NEW YORK",0,0
"23737","MAIN STREET MINI MART","HEMPSTEAD",0,0
"23738","CLASSIC DELI","BRONX",0,0
"23739","KRUNCH N MUNCH","ROCHESTER",0,0
"23740","ALBERT'S FRUITS & VEG","BROOKLYN",0,0
"23741","K&D MERRICK BLVD","BRONX",0,0
"23742","MADINA FOOD MARKET","BUFFALO",0,0
"23743","MONTEROS DELI MINI MARK","CORONA",0,0
"23744","FAMCO 4","NEW HARTFORD",0,0
"23745","9W GULF","NEWBURGH",0,0
"23746","E & M DELI MINI MART","BROOKLYN",0,0
"23747","GOLDEN BRIDGE DELI NY","CENTRAL ISLIP",0,0
"23748","BIANCARDI MEATS","BRONX",0,0
"23749","A & J HUN FOOD DEPOT","BROOKLYN",0,0
"23750","FOODTOWN SUPERMARKET","BRONX",0,0
"23751","117-06 MERRICK BLVD GRO","JAMAICA",0,0
"23752","FULANI KING","BRONX",0,0
"23753","A&D TRKSH HALAL MT&GRCY","BROOKLYN",0,0
"23754","KRUNCH N MUNCH","ROCHESTER",0,0
"23755","RAYS SUPER DELI","NEW YORK",0,0
"23756","KAT FOOD MARKET","BUFFALO",0,0
"23757","GULF EXPRESS","ROCKAWAY PARK",0,0
"23758","SHREEHARI CONVENIENCE","JACKSON HEIGHTS",0,0
"23759","FASTRAC MARKETS #270","CANASTOTA",0,0
"23760","FOOD TOWN","NEW YORK",0,0
"23761","YIDELS SHOPPING CART","BROOKLYN",0,0
"23762","NOURI MEAT MARKET & GRO","BROOKLYN",0,0
"23763","BAGELIT","BROOKLYN",0,0
"23764","BAGAN SUSHI","BROOKLYN",0,0
"23765","7-ELEVEN STORE 34139B","WOODSIDE",0,0
"23766","RIVINGTON FOODS MARKET","NEW YORK",0,0
"23767","PRIMIUM HALAL MEAT & FI","BRONX",0,0
"23768","OCEAN GROCERY & DELI","BROOKLYN",0,0
"23769","VERMONT GOURMET DELI GR","BROOKLYN",0,0
"23770","FOOD EXPRESS","WOODSIDE",0,0
"23771","NATURAL FRONTIER MARKET","BROOKLYN",0,0
"23772","HEALTH & WELLNESS FARMA","HEMPSTEAD",0,0
"23773","TOP LINE MEAT MARKET","ELMHURST",0,0
"23774","SILVER STAR FARMS","BROOKLYN",0,0
"23775","7 ELEVEN STORE #36979H","NEW YORK",0,0
"23776","RUBEN & RUBEN FOOD","RICHMOND HILL",0,0
"23777","FARM COUNTRY","NEW YORK",0,0
"23778","MAIN STREET DELI NY","FREEPORT",0,0
"23779","7TH AVE ARISTOCRATIC DL","NEW YORK",0,0
"23780","JEROME MEAT & PRODUCE","BRONX",0,0
"23781","GREENHOUSE DESHI SPRMKT","BROOKLYN",0,0
"23782","DOLLAR GENERAL #16269","MOIRA",0,0
"23783","DANNY MACAROONS","NEW YORK",0,0
"23784","MAXIM MINI MART","ROCHESTER",0,0
"23785","GREENE GRAPE PROVISIONS","BROOKLYN",0,0
"23786","AGOGO","BRONX",0,0
"23787","1454 MC DELI GROCERY","BRONX",0,0
"23788","133 FOOD","BROOKLYN",0,0
"23789","BARCELONA DELI AND GROC","BROOKLYN",0,0
"23790","SHELL","SALT POINT",0,0
"23791","COCONUT COTTAGE","WOODSIDE",0,0
"23792","AZIZ EXPRESS DELI","BROOKLYN",0,0
"23793","PIONEER DELI AND GROCER","BROOKLYN",0,0
"23794","CANARSIE MARKET II","BROOKLYN",0,0
"23795","INTERNATIONAL FOOD COUR","BROOKLYN",0,0
"23796","KEY FOOD","BROOKLYN",0,0
"23797","1106 FIRST DELI","STATEN ISLAND",0,0
"23798","KEY FOOD MARKET PLACE","GARDEN CITY",0,0
"23799","KEY FOOD","BRONX",0,0
"23800","INDIA HOUSE","ROCHESTER",0,0
"23801","JS MANAGEMENT","NEW YORK",0,0
"23802","KEY FOOD 790","NEW YORK",0,0
"23803","RITE AID #04992","WOODSIDE",0,0
"23804","EDDIES PLACE AFRICAN MA","BRONX",0,0
"23805","BIG DADDYS STATIONARY &","BROOKLYN",0,0
"23806","JOHN BAGEL & DELI","STATEN ISLAND",0,0
"23807","EL MERCADITO FOOD","NEW YORK",0,0
"23808","MOBIL ON THE RUN","POUGHKEEPSIE",0,0
"23809","ARDSLEY FRESH MARKET &","ARDSLEY",0,0
"23810","DOVER MOBIL","WINGDALE",0,0
"23811","CAREYS GROCERY","COHOCTON",0,0
"23812","BROOKLYN BRINE","BROOKLYN",0,0
"23813","SUPERSTAR 1 DELI AND &","BRONX",0,0
"23814","RITE AID #10542","BRONX",0,0
"23815","RUNWAY","BINGHAMTON",0,0
"23816","YAMANYS","BROOKLYN",0,0
"23817","MECCA MARKET","STATEN ISLAND",0,0
"23818","BAO FOOD & GROCERY","STATEN ISLAND",0,0
"23819","MELYS GROCERY","CORONA",0,0
"23820","GOOD MORNING DELI & GRO","BROOKLYN",0,0
"23821","DOLLAR TREE #07316","SAYVILLE",0,0
"23822","STAR DELI & GRILL","BROOKLYN",0,0
"23823","GW OF FLUSHING","FLUSHING",0,0
"23824","SUPER LUCKY EXPRESS","CORTLAND",0,0
"23825","627 GARDEN GOURMENT DL","BRONX",0,0
"23826","INDIA HOUSE","ROCHESTER",0,0
"23827","NATY FOOD","NEW YORK",0,0
"23828","PARK PLACE DELI GROCERY","BROOKLYN",0,0
"23829","LOW EAST SIDE MARKET","UTICA",0,0
"23830","N H DELI & GROCERY","BRONX",0,0
"23831","JANNAT MEAT MART","JACKSON HEIGHTS",0,0
"23832","EDIBLE ARRANGEMENTS 867","FREEPORT",0,0
"23833","BKJB AMERICAN WEST INDI","BROOKLYN",0,0
"23834","CHIQUITA GROCERY","BROOKLYN",0,0
"23835","HEALTHY MARKET","NEW YORK",0,0
"23836","WNY FUN FOODS","BUFFALO",0,0
"23837","COMMODITIES HEALTH FOOD","NEW YORK",0,0
"23838","EATCETERA CAFE","BOHEMIA",0,0
"23839","STEPHANIE FOODS","BROOKLYN",0,0
"23840","LA TIENDA DELI GROCERY","BRONX",0,0
"23841","CVS PHARMACY 05024","SKANEATELES",0,0
"23842","SCHALLER & WEBER","NEW YORK",0,0
"23843","7 ELEVEN STORE #36038H","BROOKLYN",0,0
"23844","NOVA GROCERY","BROOKLYN",0,0
"23845","MOBIL MART","FISHKILL",0,0
"23846","R&B POLISH-AMERICAN DEL","BROOKLYN",0,0
"23847","CONGERS LITTLE FOOD MAR","CONGERS",0,0
"23848","MARLBORO DELI & GRILL","BROOKLYN",0,0
"23849","MOUNTAIN FRUIT","BROOKLYN",0,0
"23850","CVS PHARMACY 02498","BROOKLYN",0,0
"23851","ALVA GROCERY","CORONA",0,0
"23852","CYPRESS 138 DELI GROCER","BRONX",0,0
"23853","STUYVESANT DELI SUPRMKT","BROOKLYN",0,0
"23854","SABA DELI GROCERY","BROOKLYN",0,0
"23855","BEDFORD DELI MART","BROOKLYN",0,0
"23856","VILLAGE DB FOOD MART","WEST NYACK",0,0
"23857","KEY FOOD SUPERMARKET","NEW YORK",0,0
"23858","DEER PARK DELI NY","DEER PARK",0,0
"23859","CARRIBEAN FOOD & GROCER","BAY SHORE",0,0
"23860","ROCKY DELI & GRILL","BROOKLYN",0,0
"23861","DOLLAR GENERAL #5730","CHURCHVILLE",0,0
"23862","AAA DELI&GROCERY","FREEPORT",0,0
"23863","WASEEM DELI GROCERY","BRONX",0,0
"23864","BBC DELI GROCERY","BRONX",0,0
"23865","NANNERYS GROCERY","BINGHAMTON",0,0
"23866","VILLAGE PRIME MEATS","ARMONK",0,0
"23867","AG UNITED","CASTLETON ON HUDSO",0,0
"23868","1532 AMSTERDAM  FOOD","NEW YORK",0,0
"23869","YOEMY DELI GROCERY","BROOKLYN",0,0
"23870","NORWICH FOOD MART","NORWICH",0,0
"23871","502 SOUTHERN BLVD GRCY","BRONX",0,0
"23872","SUNOCO A PLUS","STATEN ISLAND",0,0
"23873","APPLE FOOD & GROCERY","BINGHAMTON",0,0
"23874","CAROUSEL NEWSTAND","SYRACUSE",0,0
"23875","TIFARET DISCOUNT","MONSEY",0,0
"23876","DAMN GOOD HONEY FARM","KERHONKSON",0,0
"23877","MERCERS DAIRY","BOONVILLE",0,0
"23878","MONSEY GLATT KOSHER","MONSEY",0,0
"23879","LOW EAST SIDE MARKET","UTICA",0,0
"23880","77 STAR DELI","BROOKLYN",0,0
"23881","HADA MARKET","UTICA",0,0
"23882","BRIGHTON FINEST GOURMET","BROOKLYN",0,0
"23883","THE BROTHERS GOURMET DE","NEW YORK",0,0
"23884","CHERRY VALLEY MARKETPLA","BRONX",0,0
"23885","MEXICO TRAVEL","NEW YORK",0,0
"23886","FELINO GROCERY","BRONX",0,0
"23887","EDIBLE ARRANGEMENTS","DEWITT",0,0
"23888","HALAL ASIAN FOOD MARKET","UTICA",0,0
"23889","7-ELEVEN #35145","BUFFALO",0,0
"23890","251 SUNSHINE DELI GROCE","BRONX",0,0
"23891","LUNA FOOD MARKET","NEW YORK",0,0
"23892","GUNKS HOLDINGS - 925 NE","YONKERS",0,0
"23893","PURE & NATURAL","NEW YORK",0,0
"23894","BRICK TAVERN GROCERY","GHENT",0,0
"23895","JAS CONVENIENCE","LEICESTER",0,0
"23896","SANDERS BAKERY OF MONSE","MONSEY",0,0
"23897","JSS MANHATTAN FRUIT","BROOKLYN",0,0
"23898","T A G DELI AND GROCERY","BROOKLYN",0,0
"23899","DANDY MINI MART 24","ELMIRA",0,0
"23900","HUDSON MARKET","NEW YORK",0,0
"23901","ASHBURN DELI MEAT MARKE","YONKERS",0,0
"23902","J&W FOOD CENTER","BRONX",0,0
"23903","2142 A J FOOD","NEW YORK",0,0
"23904","JUANITOS GROCERY","NEW YORK",0,0
"23905","BUHRE GROCERY","BRONX",0,0
"23906","DUNKIRK EXPRESS","DUNKIRK",0,0
"23907","GURU HEALTH FOODS","JAMAICA",0,0
"23908","CITGO QUICK MART","BALDWIN",0,0
"23909","EUCA DELI & PRODUCTS","BAY SHORE",0,0
"23910","US AUTO WASH COMPANY","BROOKLYN",0,0
"23911","MARIA VEGETABLES AND FR","BRONX",0,0
"23912","WEST SIDE GULF","BINGHAMTON",0,0
"23913","BUSHWICK DELI","BROOKLYN",0,0
"23914","STEWARTS SHOP 389","GREENVILLE",0,0
"23915","CUMBERLAND FARMS 1517","NEW WINDSOR",0,0
"23916","MOUNTAIN FRUIT","BROOKLYN",0,0
"23917","NEW FOODS OF INDIA","NEW YORK",0,0
"23918","FRESH GARDEN","BROOKLYN",0,0
"23919","COBBLE POND FARMS","VALATIE",0,0
"23920","FOOD UNIVERSE","BRONX",0,0
"23921","BYRNE DAIRY STORE 54","NEWARK",0,0
"23922","FIESTA DELI & GRILL","CORONA",0,0
"23923","TAJUKEN DELI","BROOKLYN",0,0
"23924","NICE N EASY GROCERY SHO","MANLIUS",0,0
"23925","REDS PALERMO MARKET","FULTON",0,0
"23926","H & H MINI MART","BROOKLYN",0,0
"23927","METROPOLITAN DELI & GRY","RIDGEWOOD",0,0
"23928","TOWN MEAT MARKET","GARDEN CITY",0,0
"23929","EL SUPER BARATILLO","WOODSIDE",0,0
"23930","CHESTMUT MARTS INC-434","MOUNT VERNON",0,0
"23931","FRESH DELI","BROOKLYN",0,0
"23932","LUPAS MEATS","BUFFALO",0,0
"23933","282 AMERICAN DELI","MANHATTAN",0,0
"23934","GRAND MARS BAGEL&DELI","MASPETH",0,0
"23935","DAHBASH DELI GROCERY","NEW YORK",0,0
"23936","ONE FAMOUS GOURMET","ASTORIA",0,0
"23937","SANZ KLAUSENBURG FLEISH","BROOKLYN",0,0
"23938","CAPITAL VIEW DELI","RENSSELAER",0,0
"23939","SUBWAY DELI","BROOKLYN",0,0
"23940","KELSY & BROTHERS DELI G","CORONA",0,0
"23941","DOLLAR TREE  #4729","BRONX",0,0
"23942","HANNAFORD 8370","NEW HARTFORD",0,0
"23943","RED DRAGON SUSHI","STATEN ISLAND",0,0
"23944","GUN HILL GOURMET DELI &","BRONX",0,0
"23945","MT HAVEN DELI GROCERY","BRONX",0,0
"23946","FEDERAL MEATS","BUFFALO",0,0
"23947","LA GUADALUPANA MINI MKT","PAWLING",0,0
"23948","RIVER EAST DELI","NEW YORK",0,0
"23949","TEJADA DELI","MASTIC BEACH",0,0
"23950","BE WIES HOLISTIC MARKET","ARMONK",0,0
"23951","GOOD TO GO TRMNSBRG MKT","TRUMANSBURG",0,0
"23952","KINGSWAY BAKERY","BROOKLYN",0,0
"23953","LOS TIOS DELI GROCERY","BROOKLYN",0,0
"23954","BIG GREEN APPLE MARKET","BAYSIDE",0,0
"23955","BROADWAY FINEST DELI","NEW YORK",0,0
"23956","LA UNION DELI GROCERY","BROOKLYN",0,0
"23957","MILLERTON FRESH MARKET","MILLERTON",0,0
"23958","KEY FOOD SUPERMARKET","ASTORIA",0,0
"23959","J&J MEAT MARKET&DELI","JAMAICA",0,0
"23960","NEW BAXTER DELI","ELMHURST",0,0
"23961","FRUIT MARKET OF KINGS","BRONX",0,0
"23962","NEW YORK MART","NEW YORK",0,0
"23963","IGA SHAHEENS","TUPPER LAKE",0,0
"23964","SALLAM MAHMOOD MAHFOOUD","BROOKLYN",0,0
"23965","STOP&SHOP 597","POUGHKEEPSIE",0,0
"23966","DOLLAR GENERAL 9029","LACKAWANNA",0,0
"23967","MI CHAPINCITA","STATEN ISLAND",0,0
"23968","519 GOURMET DELI & GRIL","BROOKLYN",0,0
"23969","BED-STUY FRESH AND LOCA","BROOKLYN",0,0
"23970","MET SUPERMARKET","NEW YORK",0,0
"23971","JRS BAGELS&DELI","OAKLAND GARDENS",0,0
"23972","CORTELYOU DELI & GRCRY","BROOKLYN",0,0
"23973","118-07 ALEXANDER DELI G","JAMAICA",0,0
"23974","CERIELLO FINE FOODS","WILLISTON PARK",0,0
"23975","LEOS ELITE BAKERY","EAST ROCHESTER",0,0
"23976","WESTERN BEEF 44","NEW YORK",0,0
"23977","AFRICAN MARKET CENTER","BUFFALO",0,0
"23978","MANNAH HALAL MEAT & GRO","JACKSON HEIGHTS",0,0
"23979","XTRA MART 10149","LIVINGSTON",0,0
"23980","SAMMY 1 DELI GROCERY","BRONX",0,0
"23981","MET FOODS","BROOKLYN",0,0
"23982","ISRAEL BROTHERS MINIMAR","CORONA",0,0
"23983","WELCOME DELI","BRONX",0,0
"23984","90TH GROCERY & DELI","JACKSON HEIGHTS",0,0
"23985","HONUFA DELI GROCERY","BROOKLYN",0,0
"23986","2034 APPLE GROCERY & PR","BRONX",0,0
"23987","AFC SUSHI @ WEGMANS #80","DEPEW",0,0
"23988","WHOLE FOODS MARKET 365","BROOKLYN",0,0
"23989","BLACK HORSE FARMS","COXSACKIE",0,0
"23990","B&N FOOD","BROOKLYN",0,0
"23991","SPEEDWAY #07670","LIVERPOOL",0,0
"23992","Z AMAZING DEALS","BROOKLYN",0,0
"23993","SEA LAND SEAFOOD & MEAT","BROOKLYN",0,0
"23994","CO OP CITY AFRICAN MARK","BRONX",0,0
"23995","BLUE MOON DELI&GROCERY","NEW YORK",0,0
"23996","DAGOSTINO 16","NEW YORK",0,0
"23997","2111 DELI GROCERY","BRONX",0,0
"23998","HOT SPOT DELI & GROCERY","YONKERS",0,0
"23999","HARASH STOP & SHOP","JOHNSON CITY",0,0
"24000","GENESEE ONE STOP MART","ROCHESTER",0,0
"24001","SLIDERS FOOD MART","LOWVILLE",0,0
"24002","A&Y GRILL & CONVENIENCE","WEST HEMPSTEAD",0,0
"24003","RIDGEWOOD MINI MARKET","BROOKLYN",0,0
"24004","SUPER LYELL MINI MART","ROCHESTER",0,0
"24005","NORTHSIDE PRIDE MARKET","SYRACUSE",0,0
"24006","SIYOB BAZAR","BROOKLYN",0,0
"24007","KINNEY DRUGS #72","SKANEATELES",0,0
"24008","NEW SEVENDAYS GROCERIES","BROOKLYN",0,0
"24009","MANHATTAN HUT BAZAR","NEW YORK",0,0
"24010","AFRICAN AMERICAN & CARI","BRONX",0,0
"24011","NORTHSIDE PRIDE MARKET","SYRACUSE",0,0
"24012","CARIBBEAN AMERICAN GRIL","HOLLIS",0,0
"24013","JERUSALEM GLATT MEATS","BROOKLYN",0,0
"24014","D&H GAS","FARMINGDALE",0,0
"24015","CHUNG FAT SUPERMARKET","FLUSHING",0,0
"24016","SCHROON LAKE SUNOCO","SCHROON LAKE",0,0
"24017","BAGELS ON THE SQUARE","NEW YORK",0,0
"24018","KINGS II DELI & GROCERY","BROOKLYN",0,0
"24019","GOOD FORTUNE SUPERMARKE","FLUSHING",0,0
"24020","SUPER ASSOCIATED","NEW YORK",0,0
"24021","CAFE DELI-CIOUS","NEW YORK",0,0
"24022","J & J FARM","SPRING VALLEY",0,0
"24023","G&K FOODS","NEW YORK",0,0
"24024","GENESEE MINI MART EXPRE","BUFFALO",0,0
"24025","DANDY MINI MART 75","BEAVER DAMS",0,0
"24026","IGA LAVIGNES","CHATEAUGAY",0,0
"24027","DOLLAR GENERAL #18530","AFTON",0,0
"24028","MET FOODS","NEW YORK",0,0
"24029","TIENDA GUATE LINDA EL T","JAMAICA",0,0
"24030","AFC SUSHI@WALGREENS #61","NEW YORK",0,0
"24031","SUPER STAR DELI & TOBAC","BROOKLYN",0,0
"24032","AMY GROCERY MINI MARKET","BROOKLYN",0,0
"24033","SPENCER SHURFINE","SPENCER",0,0
"24034","ADAMS FAIRACRE FARMS","POUGHKEEPSIE",0,0
"24035","PAPA MINI MARKET","BROOKLYN",0,0
"24036","CENTRAL PARK FOOD","YONKERS",0,0
"24037","OLD CITY FOOD","BROOKLYN",0,0
"24038","KINGS HEWLETT C-STORE","HEWLETT",0,0
"24039","EMPIRE GOURMET DELI GRO","NEW YORK",0,0
"24040","ROCKAWAY BAGELS","ROCKAWAY PARK",0,0
"24041","SANTOS GROCERY","BROOKLYN",0,0
"24042","CAFE DELI-CIOUS","NEW YORK",0,0
"24043","FINE FARE SUPERMARKET","BRONX",0,0
"24044","PRINCE PIZZERIA AND GRO","ROCHESTER",0,0
"24045","NEW ATHENS MARKET","BROOKLYN",0,0
"24046","ASAAD DELI & GRILL","BROOKLYN",0,0
"24047","STEW LEONARDS EAST MEAD","EAST MEADOW",0,0
"24048","ASSOCIATED","FAR ROCKAWAY",0,0
"24049","HILLCREST DAIRY","MORAVIA",0,0
"24050","HELLS KITCHEN GOURMET","NEW YORK",0,0
"24051","NEW BERGEN GOURMET DELI","BROOKLYN",0,0
"24052","7 ELEVEN STORE #36678A","NEW YORK",0,0
"24053","SPICE BAZAAR","ROCHESTER",0,0
"24054","BEDFORD DELI AND GROCER","BROOKLYN",0,0
"24055","LIDA SEAFOOD TRADING","WESTBURY",0,0
"24056","DESTINY DELI GROCERY","BRONX",0,0
"24057","GOURMET GARAGE","NEW YORK",0,0
"24058","FERRY EXPRESS MART","BUFFALO",0,0
"24059","FRESH SUSHI USA","NEW YORK",0,0
"24060","PREMIUM SWEETS USA","JAMAICA",0,0
"24061","THE FARM STORE","JAMESVILLE",0,0
"24062","RODRIGUEZ BEST DELI & G","BRONX",0,0
"24063","WALGREENS #12490","RICHMOND HILL",0,0
"24064","BEDFORD FRUIT MARKET","BROOKLYN",0,0
"24065","MILL BASIN SHUK","BROOKLYN",0,0
"24066","GRAZIELLAS BAKERY","LYNBROOK",0,0
"24067","GARDEN MINI DELI","POUGHKEEPSIE",0,0
"24068","ZALATANOS MINI MART","UTICA",0,0
"24069","SERVICE CENTER","YONKERS",0,0
"24070","BOTTOMS UP MKT&DELI","AMSTERDAM",0,0
"24071","CITGO - AMERISTORE","COPAKE",0,0
"24072","BIG M1 DELI GROCERY","BRONX",0,0
"24073","IDEAL SUPERMARKET","BROOKLYN",0,0
"24074","VUCCIRIA FOOD GOURMET","BROOKLYN",0,0
"24075","GRISTEDES 413","NEW YORK",0,0
"24076","BRIGHTON FOOD GROUP","BROOKLYN",0,0
"24077","CITGO MART","SHOKAN",0,0
"24078","DANDY MINI MART #49","BURDETT",0,0
"24079","STOP 24","MINEOLA",0,0
"24080","A&S PORK STORE","OZONE PARK",0,0
"24081","SUNOCO FOOD MART","NEWBURGH",0,0
"24082","NEW KAM MAN","NEW YORK",0,0
"24083","EATALY","NEW YORK",0,0
"24084","1886 PARK AVE FOOD","NEW YORK",0,0
"24085","NATURAL CHOICE DELI","NEW YORK",0,0
"24086","DUANE READE 14202","NEW YORK",0,0
"24087","BAGELS ON THE SQUARE","NEW YORK",0,0
"24088","CHERRY HILL","BROOKLYN",0,0
"24089","SWEET HOME AFRICAN MKT","BRONX",0,0
"24090","219 FISH MARKET","BRONX",0,0
"24091","SALT & PEPPER DELI & GR","BROOKLYN",0,0
"24092","C TOWN","NEW ROCHELLE",0,0
"24093","KING STAR NOSTRAND DELI","BROOKLYN",0,0
"24094","KOSHER PALACE","BROOKLYN",0,0
"24095","7955 AE CO","FLUSHING",0,0
"24096","CHHAYA NEWS","NEW YORK",0,0
"24097","STOP & SHOP #2595","STATEN ISLAND",0,0
"24098","QUICK SHOP GROCERY","POUGHKEEPSIE",0,0
"24099","FLY BY FOOD MART","ALBANY",0,0
"24100","46 GROCERY DELI","BROOKLYN",0,0
"24101","GINSENG 1168 & HERBS","ELMHURST",0,0
"24102","ROCKLAND MINI MART","SUFFERN",0,0
"24103","VIP DELI","QUEENS VILLAGE",0,0
"24104","BIG SAL DELI","BRONX",0,0
"24105","ORLANDO DELI AND GROCER","RIDGEWOOD",0,0
"24106","BEST YET #14","NEW HYDE PARK",0,0
"24107","FAMILY DOLLAR #6852","BRONX",0,0
"24108","DOLLAR WORLD","PEEKSKILL",0,0
"24109","KINGS ROCKVILLE C-STORE","ROCKVILLE CENTRE",0,0
"24110","SOUTH TROY DELI GROCERY","TROY",0,0
"24111","NY FAMOUS DELI","BRONX",0,0
"24112","THREE BROTHERS GROCERY","ROCHESTER",0,0
"24113","W DELI GROCERY","BRONX",0,0
"24114","SHELL FOOD MART","SPRINGFIELD GARDEN",0,0
"24115","DOLLAR TREE 2004","SYRACUSE",0,0
"24116","FLATBUSH FOOD & DISCOUN","BROOKLYN",0,0
"24117","MOUNT VERNON ENERGY SER","MOUNT VERNON",0,0
"24118","LIBERTY FARMS","BROOKLYN",0,0
"24119","AVENUE U FISH MARKET","BROOKLYN",0,0
"24120","N&S GOURMET DELI & GROC","BROOKLYN",0,0
"24121","MINI MARKET BEST WAY","NEW YORK",0,0
"24122","HENRIQUEZ GROCERY STORE","NEW YORK",0,0
"24123","TRADE FAIR SUPERMARKETS","ASTORIA",0,0
"24124","KRAKUS","MASPETH",0,0
"24125","SANTIAGO GROCERY","BRONX",0,0
"24126","BABAS DELI","BROOKLYN",0,0
"24127","FARMERS MARKET","MOUNT VERNON",0,0
"24128","OMAISI GOURMET DELI","NEW YORK",0,0
"24129","HARASH STOP & SHOP","BATH",0,0
"24130","GREEN ACRES FARMS","BROOKLYN",0,0
"24131","NEW SEVENDAYS GROCERIES","BROOKLYN",0,0
"24132","KIMS FRUIT&VEGETABLE","BRONX",0,0
"24133","LAMPHERE'S MARKET","POTSDAM",0,0
"24134","GRAB&GO MARKET PLACE","NEW HYDE PARK",0,0
"24135","DOLLAR TREE #5069","BRONX",0,0
"24136","S&S FRIENDLY DELI&GRCRY","BROOKLYN",0,0
"24137","PARK PLACE DELI GROCERY","BROOKLYN",0,0
"24138","JOHAN FOOD","BROOKLYN",0,0
"24139","TONY FRUITS & GROCERY","BRONX",0,0
"24140","H&A INTERNATIONAL FRUIT","BROOKLYN",0,0
"24141","AS SABOOR","PEARL RIVER",0,0
"24142","ORGANIC 7 MARKET","NEW YORK",0,0
"24143","PARASRAMS W INDIAN MKT","JAMAICA",0,0
"24144","ESTATE OF AHMED MOHAMED","BUFFALO",0,0
"24145","FAIRWAY LIKE NO OTHER","PELHAM",0,0
"24146","WASHINGTON ST QUICK MRT","RENSSELAER",0,0
"24147","NJB GOURMET FOOD","BROOKLYN",0,0
"24148","KUBUS POLISH AMERICAN D","MASPETH",0,0
"24149","JAYRIP GROCERY","STATEN ISLAND",0,0
"24150","LAITH LITE DELI","BROOKLYN",0,0
"24151","IGA SHAHEENS","TUPPER LAKE",0,0
"24152","DOUBLE D QUICK STOP","NIAGARA FALLS",0,0
"24153","RAY MART","NIAGARA FALLS",0,0
"24154","SPEEDWAY #07877","STATEN ISLAND",0,0
"24155","NATURAL MARKET","BROOKLYN",0,0
"24156","GRAB & GO CONVENIENCE S","NEW YORK",0,0
"24157","GOLDBERGS GROCERY","BROOKLYN",0,0
"24158","ZHU FISH MARKET","BROOKLYN",0,0
"24159","FAMILY DOLLAR #7006","AMITYVILLE",0,0
"24160","M&M MEATS","BATAVIA",0,0
"24161","PIT STOP DELI 03/06/17","SPRING VALLEY",0,0
"24162","ISAAC APPLE FARM","BROOKLYN",0,0
"24163","BAY DELI & GROCERY","STATEN ISLAND",0,0
"24164","MV QUICK FOOD CORP","BROOKLYN",0,0
"24165","FAMILY DOLLAR #7006","AMITYVILLE",0,0
"24166","BROOKLYN FINEST DELI","BROOKLYN",0,0
"24167","AVRUMIS BAKERY","BROOKLYN",0,0
"24168","8404 GROCERY & DELI","BROOKLYN",0,0
"24169","FAMILY FRUIT MARKET","STATEN ISLAND",0,0
"24170","SILVER BELL PRODUCTS","MIDDLE VILLAGE",0,0
"24171","ASMAX FOOD","BROOKLYN",0,0
"24172","208 RIVINGTON","NEW YORK",0,0
"24173","CONVENIENT STORE","NEW YORK",0,0
"24174","WEGMANS 20","ROCHESTER",0,0
"24175","MONDAY DELI GROCERY","BRONX",0,0
"24176","FASTRAC MARKETS #296","ROCHESTER",0,0
"24177","ELEANOR'S ITALIAN KITCH","CALLICOON",0,0
"24178","RANIA DELI GROCERY","BRONX",0,0
"24179","MAHI K","NEW YORK",0,0
"24180","ALNABIL 85","BRONX",0,0
"24181","BAY STREET PRODUCE","STATEN ISLAND",0,0
"24182","J & G FOOD MART","BRONXVILLE",0,0
"24183","BENNY & SONS GROCERY","GLENDALE",0,0
